"Location","Currency","Price","Property.Type","Size_Type","Size_Value","Size_Unit","Furnishing"
"Mont Kiara, Kuala Lumpur","RM",1500000,"Condominium","Built-up  ",1457,"sq. ft.","Unfurnished"
"Sri Petaling, Kuala Lumpur","RM",610000,"Condominium","Built-up  ",1216,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1380000,"Condominium (Corner)","Built-up  ",873,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6500000,"Bungalow (Intermediate)","Land area  ",8300,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2100000,"Condominium (Corner)","Built-up  ",1502,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",950000,"Condominium (Intermediate)","Built-up  ",1560,"sq. ft.","Unfurnished"
"Bukit Bintang, Kuala Lumpur","RM",1090000,"Serviced Residence","Built-up  ",1511,"sq. ft.","Partly Furnished"
"Sri Hartamas, Kuala Lumpur","RM",2573000,"Condominium","Built-up  ",2573,"sq. ft.","Fully Furnished"
"Setapak, Kuala Lumpur","RM",485000,"Condominium (Corner)","Built-up  ",904,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1490000,"Condominium","Built-up  ",3100,"sq. ft.","Partly Furnished"
"Dutamas, Kuala Lumpur","RM",1417500,"Condominium (Corner)","Built-up  ",2084,"sq. ft.","Fully Furnished"
"OUG, Kuala Lumpur","RM",1050000,"Townhouse (Corner)","Built-up  ",2185,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2e+06,"Condominium","Built-up  ",2648,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",998000,"Condominium","Built-up  ",1567,"sq. ft.","Unfurnished"
"Sentul, Kuala Lumpur","RM",380000,"Apartment","Built-up  ",1100,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",420000,"Condominium (Intermediate)","Built-up  ",1313,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",630000,"Condominium (Intermediate)","Built-up  ",1232,"sq. ft.","Partly Furnished"
"Sri Petaling, Kuala Lumpur","RM",9e+05,"Condominium (Intermediate)","Built-up  ",1690,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",6e+05,"Condominium (Corner)","Built-up  ",1313,"sq. ft.","Fully Furnished"
"KL Sentral, Kuala Lumpur","RM",1780000,"Serviced Residence (Intermediate)","Built-up  ",1485,"sq. ft.","Partly Furnished"
"KL Sentral, Kuala Lumpur","RM",1300000,"Serviced Residence","Built-up  ",1087,"sq. ft.","Fully Furnished"
"KL Sentral, Kuala Lumpur","RM",1350000,"Serviced Residence","Built-up  ",1087,"sq. ft.","Fully Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3660000,"Condominium","Built-up  ",3660,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1400000,"Condominium (Corner)","Built-up  ",1867,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1850000,"Condominium","Built-up  ",4125,"sq. ft.","Fully Furnished"
"Seputeh, Kuala Lumpur","RM",2350000,"Condominium (Penthouse)","Built-up  ",2906,"sq. ft.","Fully Furnished"
"City Centre, Kuala Lumpur","RM",520000,"Condominium","Built-up  ",1100,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2250000,"Serviced Residence (Intermediate)","Built-up  ",1251,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",850000,"Serviced Residence (Intermediate)","Built-up  ",473,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",530000,"Condominium (Corner)","Built-up  ",1080,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",620000,"Condominium","Built-up  ",1500,"sq. ft.","Unfurnished"
"Taman Desa, Kuala Lumpur","RM",446000,"Condominium (Corner)","Built-up  ",938,"sq. ft.","Fully Furnished"
"OUG, Kuala Lumpur","RM",3999900,"Bungalow","Land area  ",9560,"sq. ft.","Fully Furnished"
"OUG, Kuala Lumpur","RM",1912000,"Semi-detached House","Land area  ",4200,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",670000,"Serviced Residence (Corner)","Built-up  ",750,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",670000,"Serviced Residence (Intermediate)","Built-up  ",750,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",670000,"Apartment (Intermediate)","Built-up  ",750,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",830000,"Serviced Residence (Intermediate)","Built-up  ",956,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",720000,"Serviced Residence","Built-up  ",860,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",820000,"Apartment (Intermediate)","Built-up  ",956,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",720000,"Apartment (Corner)","Built-up  ",860,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",820000,"Serviced Residence (Intermediate)","Built-up  ",956,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",720000,"Serviced Residence (Intermediate)","Built-up  ",860,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",730000,"Serviced Residence","Built-up  ",860,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",730000,"Serviced Residence (Intermediate)","Built-up  ",860,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",830000,"Apartment (Intermediate)","Built-up  ",956,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",730000,"Apartment (Corner)","Built-up  ",860,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1300000,"Condominium (Corner)","Built-up  ",1200,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2798000,"Condominium (Corner)","Built-up  ",2767,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",1050000,"Serviced Residence (Intermediate)","Built-up  ",883,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",1920000,"Condominium (Corner)","Built-up  ",2745,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2560000,"Condominium (Corner)","Built-up  ",3509,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3e+06,"Condominium (Duplex)","Built-up  ",4629,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1880000,"Condominium (Corner)","Built-up  ",2928,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2500000,"Condominium (Corner)","Built-up  ",3509,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2e+06,"Condominium (Corner)","Built-up  ",2659,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1550000,"Condominium (Corner)","Built-up  ",1905,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",1920000,"Condominium (Corner)","Built-up  ",2659,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1500000,"Condominium (Corner)","Built-up  ",1905,"sq. ft.","Fully Furnished"
"City Centre, Kuala Lumpur","RM",2500000,"Serviced Residence","Built-up  ",1732,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",528000,"Condominium (Corner)","Built-up  ",1003,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",650000,"Condominium (Intermediate)","Built-up  ",1461,"sq. ft.","Partly Furnished"
"Bandar Menjalara, Kuala Lumpur","RM",730000,"Condominium (Intermediate)","Land area  ",1316,"sq. ft.","Partly Furnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",650000,"Condominium (Corner)","Built-up  ",1288,"sq. ft.","Fully Furnished"
"Ampang Hilir, Kuala Lumpur","RM",4800000,"Condominium (Penthouse)","Built-up  ",7000,"sq. ft.","Partly Furnished"
"Ampang Hilir, Kuala Lumpur","RM",5650000,"Condominium (Penthouse)","Built-up  ",7000,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1750000,"Condominium (Corner)","Built-up  ",4100,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",580000,"Condominium (Corner)","Built-up  ",1290,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1e+06,"Condominium (Corner)","Built-up  ",1597,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1500000,"Condominium (Penthouse)","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1350000,"Condominium (Corner)","Built-up  ",2002,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1700000,"Condominium (Penthouse)","Built-up  ",3400,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",920000,"Serviced Residence (Corner)","Built-up  ",1216,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",690000,"Serviced Residence (Intermediate)","Built-up  ",855,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",5e+05,"Serviced Residence (Intermediate)","Built-up  ",667,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",740000,"Serviced Residence (Corner)","Built-up  ",971,"sq. ft.","Partly Furnished"
"Dutamas, Kuala Lumpur","RM",2500000,"Semi-detached House (Intermediate)","Land area  ",2000,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",1560000,"Serviced Residence","Built-up  ",1131,"sq. ft.","Fully Furnished"
"Jalan Ipoh, Kuala Lumpur","RM",6e+05,"Condominium (Corner)","Built-up  ",1037,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",480000,"Condominium","Built-up  ",1191,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",868000,"Condominium","Built-up  ",1381,"sq. ft.","Fully Furnished"
"Setapak, Kuala Lumpur","RM",360000,"Apartment (Intermediate)","Built-up  ",883,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2150000,"Condominium (Intermediate)","Built-up  ",2535,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",338000,"Condominium (Corner)","Built-up  ",1000,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",649999,"Condominium","Built-up  ",1260,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",930000,"Condominium","Built-up  ",1710,"sq. ft.","Fully Furnished"
"Seputeh, Kuala Lumpur","RM",720000,"Condominium (Corner)","Built-up  ",1050,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",520000,"Condominium (Intermediate)","Built-up  ",1100,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",1350000,"Condominium","Built-up  ",1808,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",1050000,"Condominium","Built-up  ",1808,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",928000,"Condominium","Built-up  ",1808,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",8e+05,"Condominium","Built-up  ",1600,"sq. ft.","Partly Furnished"
"Dutamas, Kuala Lumpur","RM",1500000,"Condominium","Built-up  ",2412,"sq. ft.","Fully Furnished"
"Bandar Menjalara, Kuala Lumpur","RM",425000,"Condominium (Intermediate)","Built-up  ",1076,"sq. ft.","Partly Furnished"
"Sunway SPK, Kuala Lumpur","RM",1500000,"3-sty Terrace/Link House (Intermediate)","Built-up  ",2583,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",925000,"Condominium (Intermediate)","Built-up  ",748,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",1850000,"Condominium (Intermediate)","Built-up  ",1696,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",915000,"Condominium (Intermediate)","Built-up  ",731,"sq. ft.","Fully Furnished"
"Bandar Menjalara, Kuala Lumpur","RM",378000,"Serviced Residence (Intermediate)","Built-up  ",852,"sq. ft.","Unfurnished"
"Desa ParkCity, Kuala Lumpur","RM",2800000,"3-sty Terrace/Link House (Intermediate)","Built-up  ",3211,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",530000,"Serviced Residence (Intermediate)","Built-up  ",700,"sq. ft.","Unfurnished"
"Desa ParkCity, Kuala Lumpur","RM",1250000,"Condominium (Intermediate)","Built-up  ",1292,"sq. ft.","Partly Furnished"
"Bandar Menjalara, Kuala Lumpur","RM",395000,"Serviced Residence (Intermediate)","Built-up  ",900,"sq. ft.","Unfurnished"
"KL City, Kuala Lumpur","RM",650000,"Condominium","Land area  ",1100,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",899000,"Condominium (Corner)","Built-up  ",1380,"sq. ft.","Fully Furnished"
"Desa ParkCity, Kuala Lumpur","RM",1680000,"Condominium (Corner)","Built-up  ",1948,"sq. ft.","Partly Furnished"
"Desa ParkCity, Kuala Lumpur","RM",850000,"Condominium (Intermediate)","Built-up  ",1056,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",3500000,"Bungalow (Corner)","Land area  ",9700,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",650000,"Condominium (Corner)","Built-up  ",1257,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",535000,"Serviced Residence (Duplex)","Built-up  ",762,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1600000,"Condominium (Corner)","Built-up  ",1700,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",1380000,"2-sty Terrace/Link House (Corner)","Land area  ",4400,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",660000,"Serviced Residence (Intermediate)","Built-up  ",897,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",601000,"Serviced Residence","Built-up  ",821,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",8e+05,"Condominium","Built-up  ",1280,"sq. ft.","Fully Furnished"
"Sri Petaling, Kuala Lumpur","RM",820000,"Condominium","Built-up  ",1690,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1100000,"Condominium","Built-up  ",1200,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1600000,"Serviced Residence (Corner)","Built-up  ",930,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",3600000,"Bungalow (Intermediate)","Land area  ",7500,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",330000,"Serviced Residence","Built-up  ",950,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",585000,"Serviced Residence (Intermediate)","Built-up  ",852,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",430000,"Condominium","Built-up  ",1222,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",3e+06,"Serviced Residence (Duplex)","Built-up  ",2552,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",715000,"Serviced Residence","Built-up  ",913,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",660000,"Serviced Residence","Built-up  ",953,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",515000,"Serviced Residence","Built-up  ",645,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",449000,"Condominium","Built-up  ",855,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",613000,"Condominium","Built-up  ",1106,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",679000,"Condominium (EndLot)","Built-up  ",1449,"sq. ft.","Unfurnished"
"Jalan Kuching, Kuala Lumpur","RM",620000,"Condominium","Built-up  ",1015,"sq. ft.","Partly Furnished"
"Jalan Kuching, Kuala Lumpur","RM",480000,"Condominium","Built-up  ",865,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2550000,"Condominium","Built-up  ",3034,"sq. ft.","Partly Furnished"
"Pantai, Kuala Lumpur","RM",498000,"Condominium","Built-up  ",1053,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2550000,"Serviced Residence","Built-up  ",2305,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1700000,"Condominium (Intermediate)","Built-up  ",2073,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",11900000,"Bungalow (Corner)","Land area  ",9700,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1800000,"Condominium (Intermediate)","Built-up  ",2070,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2100000,"Condominium (Corner)","Built-up  ",2092,"sq. ft.","Fully Furnished"
"Ampang, Kuala Lumpur","RM",6e+05,"Serviced Residence","Built-up  ",850,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",435000,"Condominium (Intermediate)","Land area  ",1232,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1100000,"Condominium (Corner)","Built-up  ",2036,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",950000,"Condominium","Built-up  ",999,"sq. ft.","Fully Furnished"
"Damansara Heights, Kuala Lumpur","RM",370000,"Serviced Residence","Land area  ",520,"sq. ft.","Fully Furnished"
"Taman Desa, Kuala Lumpur","RM",470000,"Condominium (Intermediate)","Built-up  ",1210,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",1520000,"Condominium","Built-up  ",1468,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1925000,"Serviced Residence","Built-up  ",1426,"sq. ft.","Fully Furnished"
"Bukit Bintang, Kuala Lumpur","RM",2352600,"Serviced Residence","Built-up  ",1307,"sq. ft.","Fully Furnished"
"Ampang Hilir, Kuala Lumpur","RM",3110000,"Condominium (Corner)","Built-up  ",3562,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1500000,"Condominium","Built-up  ",2098,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",3800000,"Serviced Residence","Built-up  ",2405,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",730000,"Serviced Residence","Built-up  ",775,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2600000,"Serviced Residence (Studio)","Built-up  ",1051,"sq. ft.","Fully Furnished"
"Ampang Hilir, Kuala Lumpur","RM",3e+06,"Condominium","Built-up  ",4521,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2790000,"Condominium","Built-up  ",3100,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",3600000,"Serviced Residence","Built-up  ",3897,"sq. ft.","Partly Furnished"
"KL Sentral, Kuala Lumpur","RM",2050000,"Serviced Residence","Built-up  ",1485,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",3993000,"Serviced Residence","Built-up  ",2420,"sq. ft.","Fully Furnished"
"Bukit Bintang, Kuala Lumpur","RM",8800000,"Serviced Residence","Built-up  ",4157,"sq. ft.","Partly Furnished"
"Ampang, Kuala Lumpur","RM",4340000,"Condominium","Built-up  ",6026,"sq. ft.","Partly Furnished"
"Ampang, Kuala Lumpur","RM",2245000,"Condominium","Built-up  ",3118,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2600000,"Condominium","Built-up  ",1798,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",1e+06,"Condominium","Built-up  ",900,"sq. ft.","Fully Furnished"
"Kuchai Lama, Kuala Lumpur","RM",1080000,"Condominium","Built-up  ",2045,"sq. ft.","Fully Furnished"
"Kuchai Lama, Kuala Lumpur","RM",5e+05,"Serviced Residence","Built-up  ",935,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",2200000,"Condominium (Penthouse)","Built-up  ",2900,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",850000,"Condominium (Corner)","Built-up  ",1268,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1380000,"Condominium (Corner)","Built-up  ",1722,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",2080000,"Condominium (Corner)","Built-up  ",2250,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",650000,"Serviced Residence (Intermediate)","Built-up  ",805,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",950000,"Condominium","Built-up  ",1122,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1250000,"Condominium","Built-up  ",1609,"sq. ft.","Partly Furnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",835000,"Serviced Residence","Built-up  ",876,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",509999,"Condominium","Built-up  ",1188,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",529999,"Condominium","Built-up  ",1139,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",425000,"Condominium","Built-up  ",1087,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",730000,"Serviced Residence (Intermediate)","Built-up  ",800,"sq. ft.","Partly Furnished"
"Keramat, Kuala Lumpur","RM",1092000,"Condominium","Built-up  ",1790,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",430000,"Condominium (Intermediate)","Built-up  ",922,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",460000,"Condominium (Corner)","Built-up  ",1450,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",440000,"Condominium","Built-up  ",855,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",1890000,"Condominium","Built-up  ",2648,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2e+06,"Condominium","Built-up  ",2594,"sq. ft.","Fully Furnished"
"Jalan Ipoh, Kuala Lumpur","RM",555000,"Condominium","Built-up  ",840,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",980000,"Condominium","Built-up  ",1320,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1850000,"Condominium","Built-up  ",3985,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",550000,"Condominium","Built-up  ",1075,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1600000,"Condominium","Built-up  ",2458,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",1380000,"Serviced Residence (Corner)","Built-up  ",1131,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",840000,"Condominium (Corner)","Built-up  ",815,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",680000,"Serviced Residence (Corner)","Built-up  ",650,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1380000,"Serviced Residence","Built-up  ",840,"sq. ft.","Fully Furnished"
"Desa ParkCity, Kuala Lumpur","RM",1550000,"Condominium","Built-up  ",1852,"sq. ft.","Fully Furnished"
"Damansara Heights, Kuala Lumpur","RM",5e+06,"Semi-detached House","Land area  ",4500,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",2200000,"Condominium","Built-up  ",1965,"sq. ft.","Partly Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",1300000,"Condominium","Built-up  ",1800,"sq. ft.","Fully Furnished"
"Damansara Heights, Kuala Lumpur","RM",1100000,"Condominium","Built-up  ",1388,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",530000,"Apartment (Intermediate)","Built-up  ",1100,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",365000,"Serviced Residence","Built-up  ",950,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",3688000,"Condominium","Built-up  ",3635,"sq. ft.","Unfurnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",1350000,"Serviced Residence","Built-up  ",1690,"sq. ft.","Fully Furnished"
"Kuchai Lama, Kuala Lumpur","RM",628000,"Condominium","Built-up  ",1700,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",7e+05,"Condominium","Built-up  ",999,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",1100000,"Condominium","Built-up  ",1567,"sq. ft.","Unfurnished"
"Sentul, Kuala Lumpur","RM",1080000,"Condominium","Built-up  ",1567,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",468000,"Condominium (Corner)","Built-up  ",1252,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",6200000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",1800,"Serviced Residence (Intermediate)","Built-up  ",1200,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",17000,"Condominium","Built-up  ",5137,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",920000,"Condominium (Intermediate)","Built-up  ",1237,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",9e+05,"Condominium","Built-up  ",1186,"sq. ft.","Fully Furnished"
"Ampang, Kuala Lumpur","RM",520000,"Condominium (Corner)","Built-up  ",1258,"sq. ft.","Fully Furnished"
"Damansara Heights, Kuala Lumpur","RM",3100000,"Semi-detached House","Land area  ",3670,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",3400000,"Condominium","Built-up  ",5000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5e+06,"Condominium (Corner)","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1260000,"Condominium","Built-up  ",1638,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1280000,"Condominium","Built-up  ",1641,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1350000,"Serviced Residence","Built-up  ",932,"sq. ft.","Fully Furnished"
"Bandar Menjalara, Kuala Lumpur","RM",630000,"Condominium (Intermediate)","Built-up  ",1316,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",7e+05,"Serviced Residence (EndLot)","Built-up  ",814,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",1800000,"Serviced Residence","Built-up  ",1453,"sq. ft.","Partly Furnished"
"Salak Selatan, Kuala Lumpur","RM",530000,"Serviced Residence","Built-up  ",845,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",1e+06,"Condominium","Built-up  ",1608,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",770000,"Serviced Residence","Built-up  ",1148,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",650000,"Serviced Residence","Built-up  ",911,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",730000,"Serviced Residence","Built-up  ",1202,"sq. ft.","Partly Furnished"
